CustomerID,Churn,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,Tenure_Missing,WarehouseToHome_Missing,HourSpendOnApp_Missing,OrderCount_Missing,CouponUsed_Missing,OrderAmountHike_Missing,Tenure_Bucket,Recency_Bucket,Order_Frequency_Bucket,Risk_Score
51624,0,0.0,Computer,1,6.0,Debit Card,Female,2.0,3,Laptop & Accessory,4,Married,2,0,20.0,1.0,1.0,4.0,163.97,0,0,0,0,0,0,0-6mo,3-7 days,Low (1-2),1
51625,0,23.0,Mobile Phone,1,10.0,Debit Card,Male,3.0,3,Others,4,Married,4,0,14.0,1.0,1.0,6.0,291.44,0,0,0,0,1,0,1-2yr,3-7 days,Low (1-2),0
51626,0,26.0,Mobile Phone,1,9.0,Credit Card,Male,2.0,3,Grocery,3,Married,4,1,16.0,1.0,1.0,3.0,275.84,0,0,0,0,1,0,2yr+,3-7 days,Low (1-2),1
51627,0,15.0,Mobile Phone,3,6.0,Debit Card,Male,1.0,3,Laptop & Accessory,3,Married,2,0,25.0,6.0,11.0,6.0,149.07,0,0,0,0,0,0,1-2yr,3-7 days,High (6+),0
51628,0,2.0,Computer,3,8.0,Debit Card,Male,2.0,3,Laptop & Accessory,1,Single,2,0,18.0,0.0,1.0,9.0,145.54,0,0,0,0,0,0,0-6mo,8-15 days,Low (1-2),1
51629,0,28.0,Mobile Phone,1,26.0,COD,Male,2.0,3,Laptop & Accessory,1,Married,4,1,19.0,0.0,1.0,8.0,154.15,0,0,0,0,0,0,2yr+,8-15 days,Low (1-2),1
51630,0,0.0,Computer,1,17.0,Credit Card,Male,2.0,3,Laptop & Accessory,5,Married,2,1,13.0,1.0,3.0,3.0,147.41,0,0,0,0,0,0,0-6mo,3-7 days,Medium (3-5),2
51631,0,9.0,Mobile Phone,1,6.0,Debit Card,Female,2.0,3,Mobile Phone,1,Single,2,0,12.0,1.0,5.0,7.0,121.15,1,0,0,0,0,0,6-12mo,3-7 days,Medium (3-5),1
51632,1,7.0,Computer,1,30.0,Debit Card,Male,3.0,3,Mobile Phone,3,Married,4,1,22.0,0.0,1.0,0.0,131.61,0,0,1,0,0,0,6-12mo,0-2 days,Low (1-2),2
51633,0,11.0,Mobile Phone,1,29.0,Debit Card,Male,2.0,3,Laptop & Accessory,1,Married,10,0,14.0,0.0,1.0,2.0,157.45,0,0,0,0,0,0,6-12mo,0-2 days,Low (1-2),0
51634,1,0.0,Mobile Phone,1,14.0,Credit Card,Male,2.0,3,Mobile Phone,4,Married,3,1,13.0,1.0,1.0,2.0,123.72999999999999,0,1,0,0,0,0,0-6mo,0-2 days,Low (1-2),3
51635,0,1.0,Mobile Phone,1,14.0,Debit Card,Female,3.0,3,Mobile Phone,1,Single,2,0,21.0,1.0,1.0,2.0,133.1,0,0,0,0,0,0,0-6mo,0-2 days,Low (1-2),2
51636,0,22.0,Computer,1,16.0,Debit Card,Female,2.0,3,Others,5,Single,10,1,11.0,1.0,1.0,2.0,286.65,0,0,0,0,1,0,1-2yr,0-2 days,Low (1-2),1
51637,0,9.0,Mobile Phone,1,9.0,COD,Male,1.0,3,Laptop & Accessory,4,Single,5,0,12.0,2.0,7.0,7.0,144.85,0,0,0,0,0,0,6-12mo,3-7 days,High (6+),0
51638,0,4.0,Computer,3,11.0,E-Wallet,Female,3.0,3,Mobile Phone,4,Married,2,0,11.0,0.0,2.0,2.0,127.88999999999999,0,0,1,0,0,0,0-6mo,0-2 days,Low (1-2),2
51639,1,0.0,Mobile Phone,3,10.0,E-Wallet,Male,2.0,4,Laptop & Accessory,1,Single,2,1,12.0,4.0,7.0,4.0,158.28,0,0,0,0,0,0,0-6mo,3-7 days,High (6+),2
51640,0,10.0,Computer,1,14.0,Credit Card,Male,2.0,3,Mobile Phone,1,Married,2,1,12.0,0.0,1.0,2.0,123.25999999999999,0,1,0,0,0,0,6-12mo,0-2 days,Low (1-2),2
51641,0,15.0,Computer,3,32.0,E-Wallet,Female,3.0,3,Grocery,4,Married,6,0,14.0,3.0,2.0,8.0,235.25,0,0,0,1,0,0,1-2yr,8-15 days,Low (1-2),0
51642,1,9.0,Mobile Phone,1,9.0,Debit Card,Male,2.0,3,Mobile Phone,3,Single,2,0,13.0,1.0,1.0,0.0,114.19999999999999,1,0,0,0,0,0,6-12mo,0-2 days,Low (1-2),1
51643,0,8.0,Mobile Phone,3,22.0,E-Wallet,Male,3.0,3,Fashion,4,Married,1,0,15.0,3.0,6.0,9.0,180.2,0,0,0,0,0,0,6-12mo,8-15 days,High (6+),0
51644,0,9.0,Computer,1,24.0,Debit Card,Male,2.0,1,Mobile Phone,1,Married,5,0,18.0,1.0,1.0,0.0,136.88,0,0,0,0,0,0,6-12mo,0-2 days,Low (1-2),1
51645,0,24.0,Mobile Phone,1,8.0,Credit Card,Male,2.0,5,Laptop & Accessory,4,Married,6,0,18.0,0.0,1.0,2.0,154.82,0,0,0,0,0,0,1-2yr,0-2 days,Low (1-2),0
51646,0,14.0,Mobile Phone,3,8.0,Debit Card,Male,2.0,3,Grocery,4,Single,2,0,19.0,1.0,2.0,4.0,260.15,0,0,0,1,0,0,1-2yr,3-7 days,Low (1-2),0
51647,0,9.0,Mobile Phone,3,16.0,Credit Card,Female,3.0,4,Mobile Phone,3,Single,2,0,12.0,0.0,1.0,0.0,112.0,1,0,0,0,0,0,6-12mo,0-2 days,Low (1-2),1
51648,0,1.0,Mobile Phone,1,22.0,Credit Card,Male,3.0,1,Laptop & Accessory,5,Single,1,0,19.0,0.0,1.0,7.0,156.61,0,0,0,0,0,0,0-6mo,3-7 days,Low (1-2),1
51649,0,4.0,Mobile Phone,3,13.0,COD,Male,3.0,1,Laptop & Accessory,1,Married,5,0,11.0,3.0,7.0,7.0,169.29,0,0,0,0,0,0,0-6mo,3-7 days,High (6+),1
51650,0,12.0,Mobile Phone,1,6.0,Credit Card,Male,2.0,1,Fashion,1,Married,1,0,17.0,1.0,3.0,7.0,196.13,0,0,0,0,0,0,6-12mo,3-7 days,Medium (3-5),0
51651,0,9.0,Computer,1,30.0,Debit Card,Female,2.0,3,Laptop & Accessory,4,Married,8,0,15.0,1.0,1.0,8.0,156.74,0,0,0,0,0,0,6-12mo,8-15 days,Low (1-2),0
51652,0,5.0,Mobile Phone,3,13.0,Debit Card,Male,3.0,4,Laptop & Accessory,3,Married,2,0,14.0,3.0,4.0,8.0,154.84,0,0,0,0,0,0,0-6mo,8-15 days,Medium (3-5),1
51653,0,11.0,Mobile Phone,1,31.0,Debit Card,Female,2.0,4,Fashion,4,Married,4,0,17.0,0.0,1.0,3.0,220.61,0,0,0,0,0,0,6-12mo,3-7 days,Low (1-2),0
51654,0,30.0,Computer,1,6.0,Debit Card,Male,2.0,5,Laptop & Accessory,3,Married,3,1,13.0,1.0,1.0,2.0,156.6,0,0,0,0,0,0,2yr+,0-2 days,Low (1-2),1
51655,0,4.0,Mobile Phone,1,11.0,COD,Male,2.0,3,Mobile Phone,1,Married,1,1,12.0,1.0,1.0,3.0,148.21,0,0,0,0,0,0,0-6mo,3-7 days,Low (1-2),3
51656,0,4.0,Mobile Phone,2,8.0,UPI,Male,3.0,4,Laptop & Accessory,5,Married,4,0,12.0,0.0,1.0,0.0,164.1,0,0,0,0,0,0,0-6mo,0-2 days,Low (1-2),1
51657,0,18.0,Computer,1,13.0,Debit Card,Male,3.0,3,Fashion,5,Married,2,0,18.0,2.0,9.0,11.0,152.1,0,0,0,0,0,0,1-2yr,8-15 days,High (6+),0
51658,0,4.0,Mobile Phone,1,8.0,Debit Card,Male,3.0,3,Mobile Phone,1,Married,1,1,18.0,2.0,2.0,2.0,126.94999999999999,0,0,1,0,0,0,0-6mo,0-2 days,Low (1-2),3
51659,0,6.0,Computer,1,11.0,Debit Card,Female,3.0,3,Fashion,4,Married,7,0,11.0,7.0,8.0,3.0,218.77999999999997,0,0,0,0,0,0,0-6mo,3-7 days,High (6+),1
51660,0,0.0,Mobile Phone,1,16.0,Credit Card,Male,3.0,3,Grocery,5,Married,2,1,14.0,1.0,11.0,10.0,270.68,0,0,0,0,1,0,0-6mo,8-15 days,High (6+),2
51661,0,16.0,Computer,1,14.0,Debit Card,Female,2.0,3,Mobile Phone,1,Single,1,0,19.0,0.0,1.0,7.0,124.55000000000001,0,1,0,0,0,0,1-2yr,3-7 days,Low (1-2),1
51662,0,22.0,Mobile Phone,1,6.0,COD,Female,2.0,4,Grocery,3,Single,8,1,12.0,0.0,2.0,7.0,239.64,0,0,0,1,0,0,1-2yr,3-7 days,Low (1-2),1
51663,1,15.0,Mobile Phone,1,14.0,Credit Card,Male,2.0,4,Laptop & Accessory,4,Married,3,0,15.0,7.0,7.0,7.0,149.41,0,0,0,0,0,0,1-2yr,3-7 days,High (6+),0
51664,0,0.0,Mobile Phone,1,14.0,Debit Card,Female,2.0,3,Mobile Phone,4,Single,2,1,12.0,0.0,1.0,2.0,124.78,0,1,0,0,0,0,0-6mo,0-2 days,Low (1-2),3
51665,0,5.0,Mobile Phone,3,14.0,COD,Female,3.0,4,Laptop & Accessory,4,Married,2,1,11.0,11.0,11.0,9.0,152.28,0,0,0,0,0,0,0-6mo,8-15 days,High (6+),2
51666,0,0.0,Mobile Phone,3,8.0,Debit Card,Male,3.0,3,Laptop & Accessory,3,Single,2,1,11.0,0.0,1.0,4.0,144.78,0,0,0,0,0,0,0-6mo,3-7 days,Low (1-2),2
51667,0,4.0,Mobile Phone,3,13.0,E-Wallet,Male,3.0,3,Laptop & Accessory,1,Married,5,0,12.0,0.0,1.0,7.0,175.47,0,0,0,0,0,0,0-6mo,3-7 days,Low (1-2),1
51668,0,5.0,Mobile Phone,1,8.0,Credit Card,Female,3.0,1,Laptop & Accessory,1,Single,8,0,16.0,0.0,1.0,7.0,150.55,0,0,0,0,0,0,0-6mo,3-7 days,Low (1-2),1
51669,1,0.0,Mobile Phone,1,8.0,Credit Card,Male,2.0,5,Mobile Phone,1,Married,6,1,13.0,1.0,2.0,2.0,134.64,0,0,0,0,0,0,0-6mo,0-2 days,Low (1-2),3
51670,0,3.0,Mobile Phone,1,34.0,Credit Card,Female,3.0,3,Laptop & Accessory,1,Married,2,0,13.0,1.0,1.0,9.0,157.75,0,0,0,0,0,0,0-6mo,8-15 days,Low (1-2),1
51671,0,4.0,Computer,1,13.0,Debit Card,Female,2.0,4,Fashion,3,Married,2,0,24.0,7.0,8.0,9.0,189.43,0,0,0,0,0,0,0-6mo,8-15 days,High (6+),1
51672,0,12.0,Computer,1,13.0,Credit Card,Male,2.0,4,Others,1,Married,2,0,15.0,6.0,13.0,3.0,292.72,0,0,0,0,0,1,6-12mo,3-7 days,High (6+),0
51673,1,2.0,Mobile Phone,3,9.0,Credit Card,Female,2.0,3,Laptop & Accessory,3,Married,5,1,18.0,1.0,1.0,0.0,152.38,0,0,0,0,0,0,0-6mo,0-2 days,Low (1-2),2
51674,0,6.0,Computer,3,16.0,E-Wallet,Male,2.0,4,Laptop & Accessory,1,Single,4,0,14.0,1.0,1.0,1.0,146.82,0,0,0,0,0,0,0-6mo,0-2 days,Low (1-2),1
51675,0,20.0,Mobile Phone,1,11.0,Debit Card,Male,2.0,3,Others,3,Married,5,0,11.0,1.0,1.0,1.0,283.0,0,0,0,0,1,0,1-2yr,0-2 days,Low (1-2),0
51676,0,16.0,Computer,1,16.0,Debit Card,Female,2.0,4,Laptop & Accessory,3,Married,2,0,11.0,1.0,1.0,0.0,152.57,0,0,0,0,0,0,1-2yr,0-2 days,Low (1-2),0
51677,0,0.0,Computer,3,6.0,E-Wallet,Male,3.0,3,Laptop & Accessory,4,Married,1,1,13.0,0.0,1.0,4.0,163.49,0,0,0,0,0,0,0-6mo,3-7 days,Low (1-2),2
51678,0,27.0,Computer,1,26.0,Debit Card,Female,2.0,3,Laptop & Accessory,3,Single,4,0,12.0,0.0,1.0,3.0,148.69,0,0,0,0,0,0,2yr+,3-7 days,Low (1-2),0
51679,0,16.0,Mobile Phone,1,13.0,Debit Card,Female,2.0,3,Fashion,5,Married,9,0,16.0,1.0,1.0,0.0,199.85,0,0,0,0,0,0,1-2yr,0-2 days,Low (1-2),0
51680,0,18.0,Mobile Phone,1,14.0,UPI,Male,3.0,3,Laptop & Accessory,1,Married,10,0,14.0,8.0,9.0,8.0,136.97,0,0,0,0,0,0,1-2yr,8-15 days,High (6+),0
51681,0,13.0,Mobile Phone,3,6.0,Credit Card,Male,2.0,5,Laptop & Accessory,1,Married,3,1,22.0,1.0,1.0,2.0,174.57,0,0,0,0,0,0,1-2yr,0-2 days,Low (1-2),1
51682,1,9.0,Mobile Phone,1,14.0,UPI,Male,3.0,5,Mobile Phone,5,Married,2,1,11.0,0.0,1.0,7.0,121.19,1,0,0,0,0,0,6-12mo,3-7 days,Low (1-2),2
51683,0,2.0,Mobile Phone,1,15.0,UPI,Male,1.0,4,Mobile Phone,1,Single,1,0,17.0,1.0,2.0,2.0,139.83,0,0,0,0,0,0,0-6mo,0-2 days,Low (1-2),2
51684,0,3.0,Mobile Phone,3,11.0,E-Wallet,Female,1.0,4,Laptop & Accessory,3,Married,2,0,13.0,1.0,1.0,2.0,161.18,0,0,0,0,0,0,0-6mo,0-2 days,Low (1-2),1
51685,0,0.0,Mobile Phone,3,14.0,E-Wallet,Female,2.0,3,Laptop & Accessory,4,Married,2,0,18.0,0.0,1.0,7.0,162.14,0,0,0,0,0,0,0-6mo,3-7 days,Low (1-2),1
51686,0,10.0,Mobile Phone,1,11.0,Credit Card,Male,3.0,3,Laptop & Accessory,1,Married,8,0,16.0,1.0,1.0,4.0,163.47,0,0,0,0,0,0,6-12mo,3-7 days,Low (1-2),0
51687,0,11.0,Mobile Phone,1,21.0,Debit Card,Male,3.0,4,Fashion,1,Married,1,1,14.0,2.0,2.0,3.0,215.10000000000002,0,0,0,0,0,0,6-12mo,3-7 days,Low (1-2),1
51688,0,4.0,Mobile Phone,1,13.0,Credit Card,Female,2.0,3,Fashion,1,Single,2,1,14.0,4.0,4.0,10.0,171.43,0,0,0,0,0,0,0-6mo,8-15 days,Medium (3-5),2
51689,0,2.0,Mobile Phone,3,16.0,E-Wallet,Female,2.0,4,Laptop & Accessory,4,Married,2,1,14.0,1.0,1.0,7.0,182.68,0,0,0,0,0,0,0-6mo,3-7 days,Low (1-2),2
51690,0,8.0,Mobile Phone,1,11.0,COD,Male,3.0,3,Fashion,4,Single,1,0,13.0,1.0,1.0,13.0,180.95,0,0,0,0,0,0,6-12mo,8-15 days,Low (1-2),0
51691,0,0.0,Mobile Phone,1,32.0,Debit Card,Male,3.0,3,Mobile Phone,1,Married,2,0,12.0,0.0,1.0,2.0,129.04,0,0,1,0,0,0,0-6mo,0-2 days,Low (1-2),2
51692,0,14.0,Mobile Phone,1,12.0,Credit Card,Male,3.0,4,Laptop & Accessory,4,Single,7,1,15.0,1.0,1.0,2.0,160.32,0,0,0,0,0,0,1-2yr,0-2 days,Low (1-2),1
51693,0,20.0,Computer,3,10.0,Credit Card,Male,3.0,3,Laptop & Accessory,3,Single,4,0,19.0,0.0,1.0,0.0,129.76,0,0,1,0,0,0,1-2yr,0-2 days,Low (1-2),0
51694,0,15.0,Mobile Phone,1,29.0,Debit Card,Female,2.0,3,Grocery,1,Single,3,0,14.0,0.0,2.0,0.0,259.92,0,0,0,1,0,0,1-2yr,0-2 days,Low (1-2),0
51695,0,2.0,Computer,3,8.0,Debit Card,Male,3.0,3,Laptop & Accessory,3,Married,2,0,14.0,1.0,1.0,2.0,146.49,0,0,0,0,0,0,0-6mo,0-2 days,Low (1-2),1
51696,0,15.0,Mobile Phone,2,8.0,COD,Male,3.0,3,Mobile Phone,3,Married,1,1,11.0,1.0,1.0,0.0,126.96000000000001,0,0,1,0,0,0,1-2yr,0-2 days,Low (1-2),2
51697,0,5.0,Mobile Phone,1,14.0,Credit Card,Female,3.0,3,Mobile Phone,4,Married,2,0,13.0,0.0,1.0,7.0,123.69999999999999,0,1,0,0,0,0,0-6mo,3-7 days,Low (1-2),2
51698,0,21.0,Mobile Phone,3,35.0,Credit Card,Female,3.0,3,Fashion,3,Married,4,0,21.0,0.0,1.0,3.0,225.04000000000002,0,0,0,0,0,0,1-2yr,3-7 days,Low (1-2),0
51699,0,10.0,Mobile Phone,1,12.0,Credit Card,Male,2.0,1,Laptop & Accessory,5,Married,5,1,13.0,6.0,6.0,7.0,159.74,0,0,0,0,0,0,6-12mo,3-7 days,High (6+),1
51700,0,3.0,Computer,3,31.0,COD,Female,2.0,3,Laptop & Accessory,3,Married,8,1,12.0,2.0,2.0,2.0,147.36,0,0,0,0,0,0,0-6mo,0-2 days,Low (1-2),2
51701,0,0.0,Mobile Phone,3,6.0,Debit Card,Male,2.0,3,Laptop & Accessory,3,Married,2,0,17.0,0.0,7.0,7.0,152.96,0,0,0,0,0,0,0-6mo,3-7 days,High (6+),1
51702,0,15.0,Mobile Phone,1,8.0,UPI,Male,3.0,4,Laptop & Accessory,1,Single,4,0,23.0,1.0,1.0,0.0,167.81,0,0,0,0,0,0,1-2yr,0-2 days,Low (1-2),0
51703,1,9.0,Computer,3,6.0,COD,Female,3.0,4,Mobile Phone,4,Single,2,1,11.0,1.0,1.0,2.0,121.74000000000001,1,0,0,0,0,0,6-12mo,0-2 days,Low (1-2),2
51704,0,9.0,Computer,3,6.0,Credit Card,Female,2.0,3,Laptop & Accessory,1,Single,5,0,15.0,1.0,1.0,0.0,166.53,0,0,0,0,0,0,6-12mo,0-2 days,Low (1-2),0
51705,0,9.0,Computer,3,9.0,Credit Card,Male,2.0,4,Fashion,1,Married,5,0,11.0,0.0,1.0,12.0,196.99,0,0,0,0,0,0,6-12mo,8-15 days,Low (1-2),0
51706,0,30.0,Mobile Phone,1,6.0,Credit Card,Male,2.0,3,Laptop & Accessory,3,Married,3,0,11.0,0.0,1.0,2.0,167.55,0,0,0,0,0,0,2yr+,0-2 days,Low (1-2),0
51707,0,9.0,Mobile Phone,1,16.0,Debit Card,Female,2.0,1,Mobile Phone,3,Married,4,1,13.0,0.0,1.0,7.0,122.13,1,0,0,0,0,0,6-12mo,3-7 days,Low (1-2),2
51708,0,0.0,Computer,3,14.0,Credit Card,Male,2.0,3,Mobile Phone,1,Single,2,0,24.0,2.0,2.0,2.0,126.1,0,1,0,0,0,0,0-6mo,0-2 days,Low (1-2),2
51709,1,0.0,Mobile Phone,3,11.0,E-Wallet,Female,3.0,3,Mobile Phone,3,Single,2,1,13.0,0.0,1.0,0.0,128.51,0,0,1,0,0,0,0-6mo,0-2 days,Low (1-2),3
51710,0,10.0,Mobile Phone,1,16.0,Credit Card,Female,3.0,3,Mobile Phone,5,Married,7,0,20.0,1.0,1.0,3.0,134.52,0,0,0,0,0,0,6-12mo,3-7 days,Low (1-2),1
51711,0,19.0,Computer,1,13.0,Credit Card,Female,1.0,3,Laptop & Accessory,3,Married,3,0,14.0,1.0,1.0,0.0,152.58,0,0,0,0,0,0,1-2yr,0-2 days,Low (1-2),0
51712,1,4.0,Computer,3,10.0,E-Wallet,Male,2.0,3,Laptop & Accessory,4,Single,2,0,18.0,4.0,7.0,7.0,193.55,0,0,0,0,0,0,0-6mo,3-7 days,High (6+),1
51713,0,23.0,Mobile Phone,1,16.0,COD,Male,3.0,4,Fashion,1,Single,7,0,15.0,1.0,1.0,3.0,204.96,0,0,0,0,0,0,1-2yr,3-7 days,Low (1-2),0
51714,1,3.0,Mobile Phone,3,28.0,E-Wallet,Male,3.0,4,Laptop & Accessory,3,Married,3,1,12.0,1.0,1.0,0.0,163.8,0,0,0,0,0,0,0-6mo,0-2 days,Low (1-2),2
51715,0,4.0,Mobile Phone,1,14.0,Debit Card,Male,2.0,4,Mobile Phone,4,Single,1,1,16.0,2.0,2.0,2.0,126.57,0,1,0,0,0,0,0-6mo,0-2 days,Low (1-2),3
51716,1,0.0,Mobile Phone,3,18.0,Debit Card,Female,3.0,1,Mobile Phone,4,Single,2,0,15.0,0.0,1.0,0.0,127.16,0,0,1,0,0,0,0-6mo,0-2 days,Low (1-2),2
51717,0,9.0,Mobile Phone,1,29.0,Debit Card,Male,2.0,3,Mobile Phone,1,Single,10,0,16.0,0.0,1.0,2.0,122.00999999999999,1,0,0,0,0,0,6-12mo,0-2 days,Low (1-2),1
51718,0,8.0,Mobile Phone,1,15.0,Debit Card,Male,3.0,4,Laptop & Accessory,4,Single,10,0,19.0,0.0,1.0,0.0,165.4,0,0,0,0,0,0,6-12mo,0-2 days,Low (1-2),0
51719,0,0.0,Mobile Phone,1,6.0,Credit Card,Male,2.0,3,Mobile Phone,4,Married,2,0,11.0,0.0,1.0,4.0,138.16,0,0,0,0,0,0,0-6mo,3-7 days,Low (1-2),2
51720,0,1.0,Mobile Phone,3,15.0,Debit Card,Male,3.0,3,Laptop & Accessory,1,Single,2,0,16.0,1.0,1.0,7.0,152.53,0,0,0,0,0,0,0-6mo,3-7 days,Low (1-2),1
51721,0,22.0,Mobile Phone,1,13.0,UPI,Male,2.0,4,Fashion,3,Single,9,0,24.0,1.0,1.0,3.0,209.64999999999998,0,0,0,0,0,0,1-2yr,3-7 days,Low (1-2),0
51722,0,24.0,Mobile Phone,3,20.0,Debit Card,Female,2.0,3,Laptop & Accessory,1,Married,5,0,11.0,1.0,1.0,7.0,149.36,0,0,0,0,0,0,1-2yr,3-7 days,Low (1-2),0
51723,0,9.0,Mobile Phone,1,14.0,Debit Card,Female,3.0,3,Mobile Phone,3,Married,5,0,13.0,2.0,2.0,2.0,125.43,0,1,0,0,0,0,6-12mo,0-2 days,Low (1-2),1
51724,1,0.0,Computer,3,25.0,E-Wallet,Male,3.0,1,Laptop & Accessory,1,Single,9,1,13.0,0.0,1.0,4.0,153.04,0,0,0,0,0,0,0-6mo,3-7 days,Low (1-2),2
51725,0,28.0,Mobile Phone,1,8.0,Debit Card,Female,3.0,3,Grocery,1,Single,3,1,13.0,1.0,1.0,2.0,266.59,0,0,0,0,1,0,2yr+,0-2 days,Low (1-2),1
51726,0,0.0,Mobile Phone,3,16.0,E-Wallet,Female,3.0,3,Laptop & Accessory,3,Married,2,1,12.0,0.0,1.0,3.0,142.6,0,0,0,0,0,0,0-6mo,3-7 days,Low (1-2),2
51727,0,3.0,Mobile Phone,3,14.0,COD,Male,3.0,3,Mobile Phone,4,Married,2,0,18.0,1.0,1.0,0.0,124.75999999999999,0,1,0,0,0,0,0-6mo,0-2 days,Low (1-2),2
51728,1,0.0,Computer,1,9.0,COD,Male,3.0,3,Mobile Phone,5,Single,1,0,22.0,0.0,1.0,4.0,131.02,0,0,1,0,0,0,0-6mo,3-7 days,Low (1-2),2
51729,0,9.0,Mobile Phone,1,17.0,Credit Card,Female,2.0,3,Mobile Phone,4,Married,2,0,13.0,1.0,1.0,2.0,122.44,1,0,0,0,0,0,6-12mo,0-2 days,Low (1-2),1
51730,0,9.0,Mobile Phone,3,8.0,Credit Card,Male,3.0,4,Fashion,3,Married,2,0,13.0,8.0,9.0,0.0,175.96,0,0,0,0,0,0,6-12mo,0-2 days,High (6+),0
51731,1,9.0,Computer,1,10.0,COD,Male,2.0,3,Mobile Phone,1,Single,10,1,23.0,1.0,1.0,0.0,122.85,1,0,0,0,0,0,6-12mo,0-2 days,Low (1-2),2
51732,0,10.0,Mobile Phone,1,20.0,Debit Card,Female,3.0,3,Mobile Phone,5,Married,2,0,12.0,10.0,12.0,17.0,130.34,0,0,1,0,0,0,6-12mo,16+ days,High (6+),1
51733,0,13.0,Mobile Phone,3,8.0,E-Wallet,Female,2.0,3,Laptop & Accessory,4,Married,8,0,12.0,0.0,1.0,3.0,157.15,0,0,0,0,0,0,1-2yr,3-7 days,Low (1-2),0
51734,0,15.0,Mobile Phone,1,14.0,Debit Card,Female,3.0,3,Mobile Phone,5,Married,4,0,16.0,0.0,1.0,2.0,125.75999999999999,0,1,0,0,0,0,1-2yr,0-2 days,Low (1-2),1
51735,0,10.0,Mobile Phone,1,16.0,Debit Card,Male,2.0,3,Laptop & Accessory,4,Single,3,1,12.0,0.0,1.0,1.0,141.97,0,0,0,0,0,0,6-12mo,0-2 days,Low (1-2),1
51736,0,16.0,Mobile Phone,1,18.0,Debit Card,Male,2.0,4,Grocery,4,Married,2,0,11.0,3.0,2.0,9.0,243.36,0,0,0,1,0,0,1-2yr,8-15 days,Low (1-2),0
51737,0,13.0,Mobile Phone,1,8.0,Credit Card,Female,3.0,4,Laptop & Accessory,3,Married,7,0,22.0,1.0,1.0,0.0,134.48,0,0,0,0,0,0,1-2yr,0-2 days,Low (1-2),0
51738,0,27.0,Mobile Phone,1,11.0,Credit Card,Male,2.0,3,Others,5,Married,5,0,15.0,1.0,1.0,2.0,294.06,0,0,0,0,0,1,2yr+,0-2 days,Low (1-2),0
51739,0,7.0,Computer,3,10.0,E-Wallet,Female,3.0,3,Laptop & Accessory,3,Married,10,0,15.0,0.0,1.0,2.0,165.38,0,0,0,0,0,0,6-12mo,0-2 days,Low (1-2),0
51740,0,4.0,Mobile Phone,1,13.0,Credit Card,Female,2.0,3,Laptop & Accessory,5,Married,2,0,12.0,3.0,3.0,12.0,143.06,0,0,0,0,0,0,0-6mo,8-15 days,Medium (3-5),1
51741,0,9.0,Computer,1,27.0,Credit Card,Male,3.0,3,Mobile Phone,1,Married,8,0,20.0,1.0,1.0,2.0,122.58000000000001,1,0,0,0,0,0,6-12mo,0-2 days,Low (1-2),1
51742,0,16.0,Mobile Phone,1,14.0,UPI,Female,3.0,3,Laptop & Accessory,3,Married,5,1,14.0,1.0,1.0,2.0,145.22,0,0,0,0,0,0,1-2yr,0-2 days,Low (1-2),1
51743,0,0.0,Mobile Phone,3,10.0,Debit Card,Female,3.0,4,Laptop & Accessory,1,Single,2,1,11.0,0.0,1.0,3.0,144.87,0,0,0,0,0,0,0-6mo,3-7 days,Low (1-2),2
51744,0,10.0,Computer,1,31.0,Credit Card,Female,3.0,3,Laptop & Accessory,3,Married,4,1,15.0,4.0,10.0,7.0,144.49,0,0,0,0,0,0,6-12mo,3-7 days,High (6+),1
51745,0,9.0,Mobile Phone,1,6.0,Debit Card,Male,3.0,4,Mobile Phone,5,Married,2,0,12.0,3.0,3.0,2.0,122.18,1,0,0,0,0,0,6-12mo,0-2 days,Medium (3-5),1
51746,0,12.0,Computer,1,6.0,Debit Card,Male,2.0,3,Others,3,Married,2,1,14.0,0.0,1.0,6.0,291.97,0,0,0,0,0,0,6-12mo,3-7 days,Low (1-2),1
51747,0,29.0,Computer,3,12.0,Debit Card,Female,2.0,1,Grocery,5,Married,10,0,11.0,6.0,2.0,7.0,232.12,0,0,0,1,0,0,2yr+,3-7 days,Low (1-2),0
51748,0,3.0,Mobile Phone,3,18.0,COD,Female,2.0,3,Laptop & Accessory,3,Single,1,0,11.0,3.0,4.0,4.0,165.77,0,0,0,0,0,0,0-6mo,3-7 days,Medium (3-5),1
51749,0,14.0,Mobile Phone,3,6.0,E-Wallet,Male,2.0,1,Fashion,5,Married,2,0,16.0,1.0,1.0,7.0,183.92,0,0,0,0,0,0,1-2yr,3-7 days,Low (1-2),0
51750,0,1.0,Mobile Phone,1,23.0,Credit Card,Male,3.0,3,Laptop & Accessory,5,Married,2,0,12.0,0.0,1.0,8.0,145.58,0,0,0,0,0,0,0-6mo,8-15 days,Low (1-2),1
51751,1,0.0,Mobile Phone,1,9.0,Credit Card,Male,3.0,3,Mobile Phone,5,Married,6,0,13.0,1.0,1.0,2.0,140.31,0,0,0,0,0,0,0-6mo,0-2 days,Low (1-2),2
